title,address,phoneNumber,website,rating,ratingCount,category,latitude,longitude,cid,normalized_website
Crimson Roofing LLC,,(334) 303-6875,https://www.crimsonroofingllc.com/,5,17,Roofing contractor,,,10130835254163882855,crimsonroofingllc.com
Ace Roofing Enterprises LLC,"646 AL-143, Millbrook, AL 36054",(334) 290-7832,http://www.aceroofingenterprises.com/,4.3,10,Roofing contractor,32.4407741,-86.358997,15857503534534960297,aceroofingenterprises.com
A & L Roofing LLC,"3251 Edgewood Ct, Millbrook, AL 36054",(334) 462-7877,https://alroofingllc.com/,5,4,Roofing contractor,32.476996899999996,-86.3687996,15566794864789108287,alroofingllc.com
"Alabama Roof Detectives, LLC",,(205) 826-4915,https://alroofdetectives.com/,5,42,Roofing contractor,,,7252324949553594289,alroofdetectives.com
Guyette Roofing and Construction,"1849 Upper Wetumpka Rd, Montgomery, AL 36107",(334) 279-8326,http://www.guyetteroofing.com/,4.9,223,Roofing contractor,32.3864154,-86.2816981,7165311489107831008,guyetteroofing.com
Eagle C Roofing LLC,"147 Reka St, Elmore, AL 36025",(334) 202-5082,https://eaglecroofingllc.com/,5,10,Roofing contractor,32.5212742,-86.3504103,12903017158664101247,eaglecroofingllc.com
"Team Roofing and Construction, LLC",,(205) 383-1911,,5,3,Roofing contractor,,,5117444358855518400,
H & L Adjuster Services,,(334) 320-9063,,5,3,Roofing contractor,,,12446187053544437583,
"River Region Contracting, LLC","12489 Atlanta Hwy, Montgomery, AL 36117",(334) 356-8635,https://www.riverregioncontracting.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.8,44,Roofing contractor,32.368708,-86.06308,11391995242704830720,riverregioncontracting.com
Roofing World,"60 Commerce St STE 720, Montgomery, AL 36104",(334) 568-7599,https://roofingworldal.com/locations/montgomery-al/?utm_source=bing&utm_medium=cpc&utm_term=roofing&utm_content=Roofing,4.9,98,Roofing contractor,32.378721899999995,-86.30990229999999,8226289712087907909,roofingworldal.com
ShineTime Construction & Roofing Co.,"115 Cosby Ct, Prattville, AL 36067",(334) 600-9630,,3.3,7,General contractor,32.469846499999996,-86.47032899999999,7887495195519326254,
A-1 Roofing & Remodeling,,(334) 399-2504,https://www.facebook.com/T-C-Affordable-Roofing-278538105526852/,4.7,19,Roofing contractor,,,16269437437211300971,facebook.com
G&G ROOFING LLC,"1378 Co Rd 43, Prattville, AL 36067",(334) 313-3958,,4.5,2,Roofing contractor,32.5840646,-86.6114285,5382842109558108214,
Envision Roofing,,(334) 531-4970,https://www.envisionroofingcompany.com/,,,Roofing contractor,,,14021648489034306179,envisionroofingcompany.com
Sanford and Associates LLC,"1544 Ann St, Montgomery, AL 36107",(334) 221-3557,https://sanfordandassociates.squarespace.com/,4.8,43,Roofing contractor,32.3623802,-86.2716295,7940516907238360085,sanfordandassociates.squarespace.com
All The Above Services LLC,,(816) 876-6336,https://www.alltheaboveservicesllc.com/,4.7,38,Handyman/Handywoman/Handyperson,,,9672190938529479205,alltheaboveservicesllc.com
Feathered Ridge Roofing Company (Chilton Division),,(205) 234-4431,,5,7,Roofing contractor,,,14792489034112762343,
Diversified Siding Co,"1809 Briarwood St, Prattville, AL 36066",(334) 358-4818,,5,1,Garage builder,32.4643404,-86.4204049,13134658315982182832,
Southern Roofing Co,"2551 Lower Wetumpka Rd, Montgomery, AL 36110",(334) 269-9917,https://www.southernroofing.net/,4.1,12,Roofing contractor,32.408417799999995,-86.28896759999999,5000854324044904455,southernroofing.net
Taylor Made Services Company LLC,"815 Joan Ln, Prattville, AL 36067",(334) 799-0686,,4.3,13,Contractor,32.4819543,-86.4610089,10518313438362944754,
Tino's Roofing,"2560 N Cobb Loop Rd, Millbrook, AL 36054",(334) 285-8686,,3.9,25,Roofing contractor,32.4634624,-86.37944929999999,15295523550996656317,
ShineTime Construction & Roofing Co.,"115 Cosby Ct, Prattville, AL 36067",(334) 600-9630,,3.3,7,General contractor,32.469846499999996,-86.47032899999999,7887495195519326254,
Nick Brown Construction LLC,,(334) 235-8653,,5,1,Roofing contractor,,,6586964513107133150,
Southern Homes Roofing,"1691 Windstone Way, Prattville, AL 36066",(334) 303-8780,,5,6,Roofing contractor,32.4684319,-86.4311642,12361899628224618694,
E & P Enterprises Construction Co LLC,,(334) 203-7235,,2.3,3,Roofing contractor,,,7658628524825968111,
Alabama Signature Homes,,(334) 292-8821,http://www.alabamasignaturehomes.com/,4.9,49,Roofing contractor,,,7737412005244742351,alabamasignaturehomes.com
Heritage Roofing and Construction,,(334) 354-8650,,5,2,Roofing contractor,,,17592897163279160744,
Home Restorations,,(910) 797-2274,https://home-restorations.com/,5,1,Roofing contractor,,,7552389467170971855,home-restorations.com
Jones Brothers Roofing,"2265 Lower Wetumpka Rd, Montgomery, AL 36110",(334) 265-1216,https://jbroof.com/,4.3,37,Roofing contractor,32.40095,-86.2910105,9786338115860652174,jbroof.com
Heritage Roofing and Construction,,(334) 354-8650,,4,4,Roofing contractor,,,3903269342260167083,
A-1 Roofing & Remodeling,,(334) 399-2504,https://www.facebook.com/T-C-Affordable-Roofing-278538105526852/,4.7,19,Roofing contractor,,,16269437437211300971,facebook.com
Roofscapes,"129 E Fleming Rd, Montgomery, AL 36105",(334) 265-7915,http://www.roofscapesalabama.com/,4.6,15,Roofing contractor,32.3232396,-86.3035853,9795030466489009661,roofscapesalabama.com
DM Roofing and Construction LLC,"2703 Crestview Ave, Montgomery, AL 36109",(334) 530-1405,,4.8,5,Roofing contractor,32.3956618,-86.27232359999999,13173536874788156182,
Pleasable Roofing,"486 N Pickett St, Autaugaville, AL 36003",(334) 361-8399,https://a-1roofingnow.com/,2.8,4,Roofing contractor,32.444000599999995,-86.6617147,18041818814134481504,a-1roofingnow.com
Drywall Repair,,(334) 322-8596,,5,78,Dry wall contractor,,,14906125739169876032,
Montgomery Roofing Company,"112 Coliseum Blvd #2708, Montgomery, AL 36109",(844) 585-0221,,4.2,5,Roofing contractor,32.3875032,-86.2571012,16584049465840328264,
"Eagle Roofing & Repairs, LLC",,(334) 320-6591,,,,Roofing contractor,,,14720473498823798031,
"Moore's Property Maintenance, LLC.","185 Edwards Cook Rd, Wetumpka, AL 36092",(334) 399-4583,,5,1,Roofing contractor,32.609739399999995,-86.3231091,898376247670283753,
Pure Roofing,"301 Johnson Ave, Montgomery, AL 36110",(334) 213-9369,https://pureroofingco.com/montgomery-al/,5,6,Roofing contractor,32.4261578,-86.28155,1424861541959012555,pureroofingco.com
Vega Construction Commercial Roofing,"202 1st St n, Clanton, AL 35045",(334) 354-5290,https://www.theroofingnetworkusa.com/roofing-in-clanton/,5,1,Roofing contractor,32.842264899999996,-86.6249891,5661450314141720052,theroofingnetworkusa.com
"Arc Contracting, LLC",,(334) 531-2126,https://www.arccontracting.info/,,,Roofing contractor,,,10879781427078344532,arccontracting.info
D & D Home Improvements and Roofing,,(334) 438-6096,,,,Construction company,,,16285946123684840052,
"Continental Roofing Company, LLC","455 Dexter Ave, Montgomery, AL 36104",(334) 699-1055,https://www.continentalroofing.net/montgomery-alabama,3,1,Roofing contractor,32.3781904,-86.3027745,3282591536999790514,continentalroofing.net
Construction Service LLC,"1910 Co Rd 85, Prattville, AL 36067",(334) 365-9885,http://www.cspave.com/,5,4,Paving contractor,32.5318136,-86.45808350000001,8391117168553732254,cspave.com
"DB Home Services, LLC","101 Call Me, Prattville, AL 36020",(334) 398-2372,https://www.dbhomeserv.com/,5,10,HVAC contractor,32.455420499999995,-86.4472443,755270484878134415,dbhomeserv.com
A+ Home Improvements,,(205) 287-4286,https://www.facebook.com/@A-Home-Improvements-100063562841688/,4.2,9,Contractor,,,7032164061364559889,facebook.com
Scottie's Handyman Service,"212 Denise Dr, Prattville, AL 36066",(334) 657-6949,https://scottieshandymanservices.com/,,,Contractor,32.432310699999995,-86.409087,8716796023236375389,scottieshandymanservices.com
Brother Sun Construction LLC,,(334) 201-7721,,5,5,Contractor,,,8678801694690177666,
JGS Construction,"250 Commerce St Suite 310, Montgomery, AL 36104",(334) 245-5884,https://www.jgsconstruction.com/,4.3,7,Contractor,32.3812943,-86.31245229999999,2759501442225738228,jgsconstruction.com
Richard Stuckey Roofing,"600 W McLean Rd, Hope Hull, AL 36043",(334) 265-7915,,4,4,Roofing contractor,32.2466633,-86.3837356,4290477026399920249,
Southeastern Roofing Co. Inc,"859 Clayton St, Montgomery, AL 36104",(334) 263-4489,,5,3,Roofing contractor,32.3730519,-86.3246858,6214517468839270250,
Roof Doctor of Alabama Inc,"618 Cardinal circle, Summerdale, AL 36580",(251) 943-8682,http://www.sickroof.com/,3.7,47,Roofing contractor,30.484954199999997,-87.7106584,18168734242211726831,sickroof.com
"Revival Roofing, LLC","25158 Olive St, Elberta, AL 36530",(251) 263-1264,https://marilynnvzw.wixsite.com/revivalroofingllc,5,15,Roofing contractor,30.412772599999997,-87.59566629999999,17251805020293400710,marilynnvzw.wixsite.com
Go Roof,,"(251) 510-4742
",http://www.goroofllc.com/,5,22,Roofing contractor,,,8262414321087146429,goroofllc.com
Professional Roofing and Construction,"216 East Interstate 65 Service Rd N, Mobile, AL 36607","(251) 680-7500
",https://prorc.org/,5,41,Roofing contractor,30.700665800000003,-88.1232383,667226798208652333,prorc.org
Roofer Near Me,"22011 AL-59, Robertsdale, AL 36567",(251) 550-7663,https://www.roofernearme.co/,4.7,12,Roofing contractor,30.546026,-87.70875269999999,13518319044490202825,roofernearme.co
Foster Contracting Fortified Roofing Pros,"5695 Rabbit Creek Dr # 102, Theodore, AL 36582","(251) 447-2978
",http://fortifiedroofingpros.com/,4.9,60,Roofing contractor,30.571935,-88.1298912,1246355916322316132,fortifiedroofingpros.com
Stayton Roofing & Construction,"117 Marikesh Dr, Daphne, AL 36526","(251) 654-6106
",https://www.stayton-homes.com/,5,31,Roofing contractor,30.644666899999997,-87.8751479,1712308658209530659,stayton-homes.com
CC&A Services LLC,"25895A Friendship Rd suite e, Daphne, AL 36526","(251) 459-0258
",http://ccaservicesllc.com/,5,12,Roofing contractor,30.6028977,-87.8778037,11970032317256784636,ccaservicesllc.com
RoofLab,"28740 US-98 suite 9, Daphne, AL 36526","(251) 929-8919
",https://www.rooflab.com/,5,110,Roofing contractor,30.6439579,-87.91179369999999,14657965546166698162,rooflab.com
Mobile Roofing & Construction,"29150 Lake Forest Blvd #1308, Daphne, AL 36526","(251) 888-0301
",http://www.roofingmobilealabama.com/,4.9,29,Roofing contractor,30.650056199999998,-87.9099493,6973069934059949187,roofingmobilealabama.com
Eastern Shore Roofing & Construction,"9584 Sanibel Loop, Daphne, AL 36526",(251) 776-0243,http://easternshoreroofingandconstruction.com/,4.9,28,Roofing contractor,30.5985522,-87.8667779,7000447417024056398,easternshoreroofingandconstruction.com
4U Roofing,"20680 AL-181, Fairhope, AL 36532",(251) 235-2222,https://4uroofing.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,4.9,215,Roofing contractor,30.526451899999998,-87.852139,1044346508299551,4uroofing.com
B & B Roof and Gutter,"31118 Stagecoach Rd Unit 1, Spanish Fort, AL 36527",(251) 402-6534,http://www.bbroofandgutter.com/,5,29,Roofing contractor,30.679499900000003,-87.8596972,13078423884893950737,bbroofandgutter.com
Gulf Coast Roofing & Siding,"3786 S McKenzie St, Foley, AL 36535",(251) 513-9834,http://www.gulfcoastroofingandsiding.com/,5,45,Roofing contractor,30.359189500000003,-87.6838625,17181830773558331280,gulfcoastroofingandsiding.com
APEX Roofing Mobile,"28851 N Main St, Daphne, AL 36526",(251) 239-9944,https://apexroofs.com/,4.7,422,Roofing contractor,30.645747399999994,-87.9112998,10886168462416507953,apexroofs.com
Mas LLC Roofing & Repairs,"505 W Laurel Ave, Foley, AL 36535",(251) 752-3836,http://www.massllc.al.com/,4.9,105,Roofing contractor,30.4060259,-87.6927893,9355543888542729391,massllc.al.com
Weather Tech Roofing LLC,"23315 Pet Dr, Robertsdale, AL 36567",(251) 947-0767,https://www.weathertechpros.com/,5,22,Roofing contractor,30.564940099999998,-87.7198207,17872892193888800958,weathertechpros.com
Southern Roofing Systems of Daphne,"107 S Windgate Cir, Daphne, AL 36526",(251) 278-2378,https://www.southernroofingsystems.com/roofing-contractors/alabama/daphne,5,23,Roofing contractor,30.650983000000004,-87.8829911,14312647614404533850,southernroofingsystems.com
P k Roofing & Seamless Gutters,"1903 US-31, Bay Minette, AL 36507",(251) 786-2190,https://www.pkroofers.com/,4.9,17,Roofing contractor,30.8532913,-87.77612189999999,2600288203414230412,pkroofers.com
Hyde's Roofing,"815 N McKenzie St Suite C, Foley, AL 36535",(251) 540-1214,https://www.hydesroofing.com/,4.8,44,Roofing contractor,30.4146403,-87.6841927,3060496636415862964,hydesroofing.com
Southern Roofing Systems of Foley,,(251) 244-1051,https://www.southernroofingsystems.com/roofing-contractors/alabama/foley,5,21,Roofing contractor,,,9582475597621215765,southernroofingsystems.com
Southern Roofing Systems of Fairhope,,(251) 280-1671,https://www.southernroofingsystems.com/roofing-contractors/alabama/fairhope,5,20,Roofing contractor,,,9829333065762727449,southernroofingsystems.com
GCC Roofing & Restoration,"9949 Bellaton Ave Suite D, Daphne, AL 36526",(251) 210-5400,https://www.gccroofing.com/,5,5,Roofing contractor,30.5858364,-87.8531797,1103555642216997396,gccroofing.com
Roof Doctor of Alabama Inc,"618 Cardinal circle, Summerdale, AL 36580",(251) 943-8682,http://www.sickroof.com/,3.7,47,Roofing contractor,30.484954199999997,-87.7106584,18168734242211726831,sickroof.com
Renew Roofing Solutions Inc.,"110 W Section Ave, Foley, AL 36535",(251) 923-6377,https://re-newroofing.com/,5,6,Roofing contractor,30.414346300000002,-87.6845104,16007534876198991835,re-newroofing.com
Platinum Roofing Foley,"902 N McKenzie St, Foley, AL 36535",(251) 752-9238,https://platinumroofpros.com/alabama/service-areas/foley-al/,5,23,Roofing contractor,30.415370799999998,-87.6832105,12510157369602132025,platinumroofpros.com
RV Roof Revival,,(251) 616-0888,https://www.rvroofrevival.com/,5,24,Roofing contractor,,,1699285266803415345,rvroofrevival.com
D&W Construction Services LLC,,(251) 234-1851,http://dandwroofing.com/,5,5,Roofing contractor,,,14390893225097503925,dandwroofing.com
"Hurricane Roofing, LLC",,(251) 375-4545,https://www.hurricaneroofingalabama.com/,5,21,Roofing contractor,,,2328407330666777107,hurricaneroofingalabama.com
Fortified Roofing,"11413 Halcyon Loop, Daphne, AL 36526",(251) 901-7663,http://www.fortifiedroofal.com/,5,16,Roofing contractor,30.5801716,-87.8281236,5933727781135581846,fortifiedroofal.com
Watkins Construction & Roofing,"17702 AL-181, Fairhope, AL 36532","(251) 317-6892
",https://wcralabama.com/?utm_source=Google&utm_medium=GBP&utm_campaign=FairhopeGBP&utm_id=WAT,5,89,Roofing contractor,30.483307099999994,-87.851106,4529759380706655396,wcralabama.com
Super Roofers & Construction,"25341 AL-181 Suite 201, Daphne, AL 36526","(251) 259-2909
",https://hiresuperroofers.com/daphne/,5,38,Roofing contractor,30.594401700000002,-87.85283989999999,15556361535169295054,hiresuperroofers.com
Baldwin County Roofing,"8122 Old Orchard Pl, Fairhope, AL 36532","(251) 424-4313
",,4.9,32,Roofing contractor,30.4765964,-87.88431589999999,5417269047787650473,
Big Fish Roofs & Restoration,"24712 Oak View Ct, Loxley, AL 36551","(251) 677-8737
",https://www.bigfishroofs.com/,4.9,52,Roofing contractor,30.5852534,-87.7458141,350707388538198964,bigfishroofs.com
"High Tide Contracting and Roofing, LLC","281 9th Ave, Foley, AL 36535","(251) 228-2198
",https://hightidecontractingandroofing.com/,5,116,Roofing contractor,30.384619500000003,-87.6869742,3808550050055057223,hightidecontractingandroofing.com
J&J Construction and Roofing,"801 AL-59 Suite 4, Summerdale, AL 36580","(251) 550-9799
",https://jandjservices.co/,4.8,75,Roofing supply store,30.4752498,-87.704263,13023071624990028354,jandjservices.co
Lewis Roofing,"22853 AL-59 Unit 4, Robertsdale, AL 36567","(251) 725-5924
",http://lewisroofingal.com/,5,27,Roofing contractor,30.558017999999993,-87.7117038,1090400586776002244,lewisroofingal.com
Complete Roofing,"25476 Friendship Rd Suite E, Daphne, AL 36526","(251) 313-6156
",https://completeroofco.com/alabama-coast-residential-commercial-roofing/,5,168,Roofing contractor,30.596254799999997,-87.8769346,17303042133707189586,completeroofco.com
Eastern Shore Roofing & Construction,"9584 Sanibel Loop, Daphne, AL 36526","(251) 776-0243
",http://easternshoreroofingandconstruction.com/,4.9,28,Roofing contractor,30.5985522,-87.8667779,7000447417024056398,easternshoreroofingandconstruction.com
"Rock Steady Roofing, LLC","17 Lee Cir, Spanish Fort, AL 36527","(251) 577-8116
",https://rocksteadyroofingllc.jobbersites.com/,5,45,Roofing contractor,30.6711876,-87.9108591,11797387924415836986,rocksteadyroofingllc.jobbersites.com
Hyde's Roofing,"815 N McKenzie St Suite C, Foley, AL 36535","(251) 540-1214
",https://www.hydesroofing.com/,4.8,44,Roofing contractor,30.4146403,-87.6841927,3060496636415862964,hydesroofing.com
"251 Roofing, LLC","8474 Bertha Cleveland Rd, Bay Minette, AL 36507","(251) 422-4436
",http://www.251roofs.com/,5,44,Roofing contractor,30.8108352,-87.87881689999999,7419767351136116600,251roofs.com
Green Valley Roofing & Construction,"1203 US-98, Daphne, AL 36526","(251) 758-2407
",https://greenvalleyroofers.com/,5,15,Roofing contractor,30.5957604,-87.8987018,5861946924170790418,greenvalleyroofers.com
Impeccable Rooftops LLC,,"(251) 228-7919
",https://www.impeccablerooftopsllc.com/,5,40,Roofing contractor,,,2094231127743128182,impeccablerooftopsllc.com
Southern Roofing Systems of Spanish Fort,,"(251) 220-8496
",https://www.southernroofingsystems.com/roofing-contractors/alabama/spanish-fort,5,28,Roofing contractor,,,16473292849672674377,southernroofingsystems.com
Elite Roofing & Construction,"23776G W Cypress Way, Orange Beach, AL 36561","(251) 351-5181
",https://youreliteroofing.com/,5,21,Roofing contractor,30.2952243,-87.6189703,12184104804498556584,youreliteroofing.com
Prime Roofing & Restoration,"25299 Canal Rd suite b-7, Orange Beach, AL 36561","(251) 210-2671
",https://prime-roofs.com/roofers-near-me/orange-beach-al/,4.9,44,Roofing contractor,30.2908992,-87.59364,13586572124249240115,prime-roofs.com
Patriot Roofing and Home Construction,,"(251) 270-1102
",https://patriothci.com/,4.7,38,Roofing contractor,,,3059984794235276883,patriothci.com
Southern Roofing Systems of Foley,,"(251) 244-1051
",https://www.southernroofingsystems.com/roofing-contractors/alabama/foley,5,21,Roofing contractor,,,9582475597621215765,southernroofingsystems.com
Roof Doctor of Alabama Inc,"618 Cardinal circle, Summerdale, AL 36580","(251) 943-8682
",http://www.sickroof.com/,3.7,47,Roofing contractor,30.484954199999997,-87.7106584,18168734242211726831,sickroof.com
Watkins Construction & Roofing,,(251) 317-6892,,5,89,Roofing contractor,30.483307000000003,-87.851106,4529759380706655396,
Professional Roofing and Construction,"216 East Interstate 65 Service Rd N, Mobile, AL 36607","(251) 680-7500
",https://prorc.org/,5,41,Roofing contractor,30.700665800000003,-88.1232383,667226798208652333,prorc.org
Armour Roof & Dek,"2 Monroe Ln, Spanish Fort, AL 36527","(251) 259-5111
",https://armourroofanddek.com/,4.9,29,Roofing contractor,30.683913799999996,-87.91060999999999,15833188160582351616,armourroofanddek.com
RoofLab,"28740 US-98 suite 9, Daphne, AL 36526","(251) 929-8919
",https://www.rooflab.com/,5,110,Roofing contractor,30.6439579,-87.91179369999999,14657965546166698162,rooflab.com
Alabama Roofing Solutions LLC,,"(251) 786-8033
",http://www.alabamaroofsolutions.com/,5,6,Roofing contractor,,,14959209088599551303,alabamaroofsolutions.com
Shingle Tech Roofing inc.,,"(573) 210-2894
",,5,5,Roofing contractor,,,264021915472093170,
Gulf Coast Roofing Professionals,"21300 Cotton Creek Dr apartment 102, Gulf Shores, AL 36542",(251) 888-0301,http://roofingmobilealabama.com/,5,10,Roofing contractor,30.2955248,-87.66180990000001,12457569994858752668,roofingmobilealabama.com
Southern Roofing Systems of Orange Beach,,"(251) 651-0680
",https://www.southernroofingsystems.com/roofing-contractors/alabama/orange-beach,5,18,Roofing contractor,,,12982754307291338565,southernroofingsystems.com
Progressive Restoration & Roofing,,"(251) 318-2999
",https://progressive-roofing-roof-repair-orange-beach.com/,4.9,43,Roofing contractor,,,12535078910410482950,progressive-roofing-roof-repair-orange-beach.com
Elite Pro Roofing LLC,"30251 Osprey Ln, Robertsdale, AL 36567",(251) 947-3230,https://www.eliteproroofing.com/about-us,5,1,Roofing contractor,30.665534,-87.613298,15723862754654826408,eliteproroofing.com
Summit Roofing,,"(251) 290-2511
",,4.6,28,Roofing contractor,,,15911407959871871891,
Roofing contractor,,"(251) 402-8832
",http://suncoastbaldwin.com/,5,2,Roofing contractor,,,18212830607625719324,suncoastbaldwin.com
USA Roofing LLC.,"25606 Co Rd 13 Suit B, Daphne, AL 36526",(251) 504-9966,,5,2,Roofing contractor,30.5976101,-87.8682932,11021090608678819361,
DADS Roofing,,"(251) 220-1542
",,4.9,7,Roofing contractor,,,11454321168078695963,
I Need A Roof,,"(251) 279-0266
",https://www.ineedaroof.com/,5,2,Roofing contractor,,,11974654652856996856,ineedaroof.com
Roofing Partners - Daphne Roofers,,(251) 215-4152,https://www.roofing.partners/daphne-roofers,5,1,Roofing contractor,,,9807697190434373741,roofing.partners
Middle Bay Roofing,,(251) 269-0919,https://www.middlebayroofing.com/,4,22,Roofing contractor,,,3108772161109246332,middlebayroofing.com
"Alliance Roofing, LLC","28170 N Main St Suite F, Daphne, AL 36526",(251) 459-0691,http://www.alliancellc.org/,4.2,6,Roofing contractor,30.6356048,-87.91009269999999,12911908818455205835,alliancellc.org
Gafford Roofing,"509 Fairhope Ave #711, Fairhope, AL 36576",(251) 421-1326,http://gaffordroofing.com/,3.9,7,Roofing contractor,30.5235628,-87.89983769999999,747943778601158682,gaffordroofing.com
"Cooper Metal Roofing And Home Repair, LLC","102 Hand Ave, Bay Minette, AL 36507",(251) 350-0054,http://coopermetalroofingandhomerepair.com/,,,Roofing contractor,30.8824352,-87.7736412,5253773715964092723,coopermetalroofingandhomerepair.com
T-Roy's Relief Roofing,,"(251) 367-1332
",http://www.t-roysreliefroofing.com/,4.2,10,Roofing contractor,,,11380455724862448525,t-roysreliefroofing.com
R. Outlaw Roofing,"2055 N McKenzie St, Foley, AL 36535",(251) 277-9177,https://www.roof-alabama.com/,5,1,Roofing contractor,30.431349800000003,-87.68368009999999,1838307820136207937,roof-alabama.com
Roofing Baldwin County,,(251) 381-3020,,5,1,Roofing contractor,,,8792632666119160366,
W C Gafford Roofing,,(251) 421-1326,http://www.gaffordroofing.com/,4.4,14,Roofing contractor,,,9901681358217009558,gaffordroofing.com
Big Fish Roofs,,(251) 677-8737,http://facebook.com/bigfishroofs,5,1,Roofing contractor,,,7109834531022197628,facebook.com
SoCo Roofing & Restoration,"22533 AL-59 N, Robertsdale, AL 36567",(251) 699-1965,https://southernroofexperts.com/,,,Roofing contractor,30.553445399999994,-87.70875509999999,18444128047503548409,southernroofexperts.com
Great Roof,"157 Lee Road 288, Smiths Station, AL 36877",(706) 575-7945,https://greatroofusa.com/,5,113,Roofing contractor,32.544351,-85.14128099999999,12106093305802012867,greatroofusa.com
LOCAL ROOFING COMPANY LLC,"Gulf Shores, AL",(251) 245-8955,,5,1,Roofing contractor,30.246036099999998,-87.70081929999999,2651900469777878854,
International Construction Enterprises INC.,,(251) 200-3227,,4.4,38,Roofing contractor,,,10588509549685468420,
One Call Roofers,,(205) 588-2785,https://www.onecallroofers.com/,4.8,31,Roofing contractor,,,15485775728280928983,onecallroofers.com
Metal Roofing Center,"9392 Hard Dr, Foley, AL 36535",(251) 216-7137,https://metalroofingcenter.com/?utm_source=GoogleMyBusiness,4.8,30,Roofing supply store,30.356036999999997,-87.7141249,10825464292827522768,metalroofingcenter.com
Unified Roofing and Exteriors,"1974 Galloway Ln, Gulf Shores, AL 36542","(251) 407-0803
",https://unifiedrande.com/,5,26,Roofing contractor,30.252930799999998,-87.79276039999999,11313810386445183248,unifiedrande.com
Shingle Tech Roofing inc.,,"(573) 210-2894
",,5,5,Roofing contractor,,,264021915472093170,
Alabama Reliable Roofing,,"(205) 369-9630
",http://alabamareliableroofing.com/,4.9,72,Roofing contractor,,,12789845782238329905,alabamareliableroofing.com
